classification_id,subject_data,annotations,subject_ids
501918954,"{""90800944"": {""retired"": {""id"": 118049897, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:32:03.000Z"", ""updated_at"": ""2023-07-20T08:21:13.401Z"", ""retired_at"": ""2023-07-20T08:21:13.394Z"", ""subject_id"": 90800944, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-31.png"", ""log_png"": ""log-794710-31.png"", ""Image Number"": ""794710-31""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""0""}]",90800944
501919025,"{""90800648"": {""retired"": {""id"": 118049596, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:21:16.531Z"", ""updated_at"": ""2023-07-20T08:15:22.006Z"", ""retired_at"": ""2023-07-20T08:15:21.995Z"", ""subject_id"": 90800648, ""retirement_reason"": ""classification_count""}, ""png"": ""794625-44.png"", ""log_png"": ""log-794625-44.png"", ""Image Number"": ""794625-44""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 230.8125, ""y"": 100.75}, {""x"": 236.8125, ""y"": 148.75}, {""x"": 306.8125, ""y"": 128.75}, {""x"": 315.8125, ""y"": 73.75}, {""x"": 285.8125, ""y"": 56.75}, {""x"": 240.8125, ""y"": 54.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800648
501919045,"{""90800676"": {""retired"": {""id"": 118049544, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:18:25.753Z"", ""updated_at"": ""2023-07-19T13:50:39.750Z"", ""retired_at"": ""2023-07-19T13:50:39.732Z"", ""subject_id"": 90800676, ""retirement_reason"": ""classification_count""}, ""png"": ""794661-11.png"", ""log_png"": ""log-794661-11.png"", ""Image Number"": ""794661-11""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 222.8125, ""y"": 74.75}, {""x"": 207.8125, ""y"": 113.75}, {""x"": 221.8125, ""y"": 152.75}, {""x"": 245.8125, ""y"": 106.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800676
501919094,"{""90800708"": {""retired"": {""id"": 118049628, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:23:16.677Z"", ""updated_at"": ""2023-07-21T09:55:04.789Z"", ""retired_at"": ""2023-07-21T09:55:04.780Z"", ""subject_id"": 90800708, ""retirement_reason"": ""classification_count""}, ""png"": ""794661-42.png"", ""log_png"": ""log-794661-42.png"", ""Image Number"": ""794661-42""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 225.8125, ""y"": 162.75}, {""x"": 218.8125, ""y"": 172.75}, {""x"": 235.8125, ""y"": 180.75}, {""x"": 244.8125, ""y"": 163.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 306.8125, ""y"": 107.75}, {""x"": 302.8125, ""y"": 148.75}, {""x"": 318.8125, ""y"": 139.75}, {""x"": 318.8125, ""y"": 113.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 420.8125, ""y"": 37.75}, {""x"": 450.8125, ""y"": 74.75}, {""x"": 484.8125, ""y"": 52.75}, {""x"": 474.8125, ""y"": 24.75}, {""x"": 439.8125, ""y"": 22.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800708
501919154,"{""90800830"": {""retired"": {""id"": 118049848, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:30:31.314Z"", ""updated_at"": ""2023-07-31T15:52:50.363Z"", ""retired_at"": ""2023-07-31T15:52:50.352Z"", ""subject_id"": 90800830, ""retirement_reason"": ""classification_count""}, ""png"": ""794673-41.png"", ""log_png"": ""log-794673-41.png"", ""Image Number"": ""794673-41""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 404.8125, ""y"": 52.75}, {""x"": 428.8125, ""y"": 69.75}, {""x"": 443.8125, ""y"": 59.75}, {""x"": 448.8125, ""y"": 38.75}, {""x"": 429.8125, ""y"": 30.75}, {""x"": 408.8125, ""y"": 34.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 52.8125, ""y"": 88.75}, {""x"": 90.8125, ""y"": 66.75}, {""x"": 84.8125, ""y"": 105.75}, {""x"": 60.8125, ""y"": 125.75}, {""x"": 45.8125, ""y"": 147.75}, {""x"": 22.8125, ""y"": 171.75}, {""x"": 21.8125, ""y"": 144.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 288.8125, ""y"": 183.75}, {""x"": 313.8125, ""y"": 164.75}, {""x"": 326.8125, ""y"": 183.75}, {""x"": 309.8125, ""y"": 186.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800830
501919217,"{""90800973"": {""retired"": {""id"": 118049708, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:25:44.342Z"", ""updated_at"": ""2023-07-20T08:25:49.868Z"", ""retired_at"": ""2023-07-20T08:25:49.861Z"", ""subject_id"": 90800973, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-60.png"", ""log_png"": ""log-794710-60.png"", ""Image Number"": ""794710-60""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 247.8125, ""y"": 34.75}, {""x"": 245.8125, ""y"": 50.75}, {""x"": 255.8125, ""y"": 51.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 82.8125, ""y"": 101.75}, {""x"": 83.8125, ""y"": 128.75}, {""x"": 101.8125, ""y"": 123.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800973
501919261,"{""90800776"": {""retired"": {""id"": 118049916, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:32:28.899Z"", ""updated_at"": ""2023-07-19T12:24:49.359Z"", ""retired_at"": ""2023-07-19T12:24:49.349Z"", ""subject_id"": 90800776, ""retirement_reason"": ""classification_count""}, ""png"": ""794663-49.png"", ""log_png"": ""log-794663-49.png"", ""Image Number"": ""794663-49""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 312.8125, ""y"": 68.75}, {""x"": 281.8125, ""y"": 70.75}, {""x"": 246.8125, ""y"": 85.75}, {""x"": 233.8125, ""y"": 100.75}, {""x"": 250.8125, ""y"": 110.75}, {""x"": 296.8125, ""y"": 124.75}, {""x"": 323.8125, ""y"": 108.75}, {""x"": 329.8125, ""y"": 87.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 330.8125, ""y"": 137.75}, {""x"": 315.8125, ""y"": 152.75}, {""x"": 327.8125, ""y"": 173.75}, {""x"": 348.8125, ""y"": 175.75}, {""x"": 364.8125, ""y"": 162.75}, {""x"": 369.8125, ""y"": 146.75}, {""x"": 346.8125, ""y"": 136.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800776
501919270,"{""90800920"": {""retired"": {""id"": 118050198, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:40:57.185Z"", ""updated_at"": ""2023-08-01T08:56:29.945Z"", ""retired_at"": ""2023-08-01T08:56:29.933Z"", ""subject_id"": 90800920, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-8.png"", ""log_png"": ""log-794710-8.png"", ""Image Number"": ""794710-8""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""0""}]",90800920
501919289,"{""90800716"": {""retired"": {""id"": 118049697, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:25:20.840Z"", ""updated_at"": ""2023-07-21T09:56:36.833Z"", ""retired_at"": ""2023-07-21T09:56:36.823Z"", ""subject_id"": 90800716, ""retirement_reason"": ""classification_count""}, ""png"": ""794661-50.png"", ""log_png"": ""log-794661-50.png"", ""Image Number"": ""794661-50""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 435.8125, ""y"": 40.75}, {""x"": 445.8125, ""y"": 58.75}, {""x"": 462.8125, ""y"": 62.75}, {""x"": 477.8125, ""y"": 49.75}, {""x"": 477.8125, ""y"": 26.75}, {""x"": 464.8125, ""y"": 11.75}, {""x"": 451.8125, ""y"": 8.75}, {""x"": 437.8125, ""y"": 14.75}, {""x"": 433.8125, ""y"": 27.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800716
501919323,"{""90800693"": {""retired"": {""id"": 118050107, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:37:45.220Z"", ""updated_at"": ""2023-07-20T08:05:22.346Z"", ""retired_at"": ""2023-07-20T08:05:22.339Z"", ""subject_id"": 90800693, ""retirement_reason"": ""classification_count""}, ""png"": ""794661-28.png"", ""log_png"": ""log-794661-28.png"", ""Image Number"": ""794661-28""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 224.8125, ""y"": 42.75}, {""x"": 214.8125, ""y"": 70.75}, {""x"": 215.8125, ""y"": 92.75}, {""x"": 209.8125, ""y"": 120.75}, {""x"": 220.8125, ""y"": 133.75}, {""x"": 239.8125, ""y"": 119.75}, {""x"": 244.8125, ""y"": 97.75}, {""x"": 240.8125, ""y"": 72.75}, {""x"": 235.8125, ""y"": 54.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 280.8125, ""y"": 126.75}, {""x"": 276.8125, ""y"": 146.75}, {""x"": 274.8125, ""y"": 164.75}, {""x"": 289.8125, ""y"": 163.75}, {""x"": 295.8125, ""y"": 150.75}, {""x"": 294.8125, ""y"": 136.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800693
501919353,"{""90800939"": {""retired"": null, ""png"": ""794710-27.png"", ""log_png"": ""log-794710-27.png"", ""Image Number"": ""794710-27""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 423.6116943359375, ""y"": 87.32828521728516}, {""x"": 427.69122314453125, ""y"": 94.8597412109375}, {""x"": 430.829345703125, ""y"": 92.34925842285156}, {""x"": 428.94647216796875, ""y"": 86.07304382324219}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 186.61325073242188, ""y"": 113.19400787353516}, {""x"": 187.7755126953125, ""y"": 121.329833984375}, {""x"": 194.74908447265625, ""y"": 121.71725463867188}, {""x"": 192.81198120117188, ""y"": 116.29336547851562}, {""x"": 191.64971923828125, ""y"": 110.48206329345703}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800939
501919355,"{""90800628"": {""retired"": {""id"": 118049535, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:17:53.844Z"", ""updated_at"": ""2023-07-31T10:57:53.607Z"", ""retired_at"": ""2023-07-31T10:57:53.596Z"", ""subject_id"": 90800628, ""retirement_reason"": ""classification_count""}, ""png"": ""794625-24.png"", ""log_png"": ""log-794625-24.png"", ""Image Number"": ""794625-24""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 228.8125, ""y"": 100.75}, {""x"": 234.8125, ""y"": 73.75}, {""x"": 243.8125, ""y"": 48.75}, {""x"": 261.8125, ""y"": 69.75}, {""x"": 279.8125, ""y"": 79.75}, {""x"": 296.8125, ""y"": 99.75}, {""x"": 288.8125, ""y"": 120.75}, {""x"": 267.8125, ""y"": 131.75}, {""x"": 249.8125, ""y"": 131.75}, {""x"": 236.8125, ""y"": 123.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800628
501919373,"{""90800846"": {""retired"": {""id"": 118049705, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:25:44.320Z"", ""updated_at"": ""2023-08-01T07:32:37.082Z"", ""retired_at"": ""2023-08-01T07:32:37.070Z"", ""subject_id"": 90800846, ""retirement_reason"": ""classification_count""}, ""png"": ""794673-57.png"", ""log_png"": ""log-794673-57.png"", ""Image Number"": ""794673-57""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 35.8125, ""y"": 119.75}, {""x"": 69.8125, ""y"": 96.75}, {""x"": 97.8125, ""y"": 103.75}, {""x"": 112.8125, ""y"": 139.75}, {""x"": 102.8125, ""y"": 166.75}, {""x"": 72.8125, ""y"": 179.75}, {""x"": 45.8125, ""y"": 173.75}, {""x"": 34.8125, ""y"": 149.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 389.8125, ""y"": 79.75}, {""x"": 431.8125, ""y"": 101.75}, {""x"": 452.8125, ""y"": 95.75}, {""x"": 466.8125, ""y"": 71.75}, {""x"": 457.8125, ""y"": 43.75}, {""x"": 439.8125, ""y"": 20.75}, {""x"": 412.8125, ""y"": 20.75}, {""x"": 409.8125, ""y"": 50.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800846
501919386,"{""90800948"": {""retired"": {""id"": 118050227, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:42:12.280Z"", ""updated_at"": ""2023-07-31T16:07:55.732Z"", ""retired_at"": ""2023-07-31T16:07:55.724Z"", ""subject_id"": 90800948, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-35.png"", ""log_png"": ""log-794710-35.png"", ""Image Number"": ""794710-35""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""0""}]",90800948
501919413,"{""90800755"": {""retired"": {""id"": 118050170, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:39:43.217Z"", ""updated_at"": ""2023-08-04T10:04:21.593Z"", ""retired_at"": ""2023-08-04T10:04:21.583Z"", ""subject_id"": 90800755, ""retirement_reason"": ""classification_count""}, ""png"": ""794663-28.png"", ""log_png"": ""log-794663-28.png"", ""Image Number"": ""794663-28""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 229.8125, ""y"": 89.75}, {""x"": 254.8125, ""y"": 74.75}, {""x"": 286.8125, ""y"": 89.75}, {""x"": 291.8125, ""y"": 105.75}, {""x"": 265.8125, ""y"": 110.75}, {""x"": 243.8125, ""y"": 109.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 313.8125, ""y"": 162.75}, {""x"": 329.8125, ""y"": 163.75}, {""x"": 325.8125, ""y"": 178.75}, {""x"": 312.8125, ""y"": 178.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800755
501919460,"{""90800966"": {""retired"": {""id"": 118050229, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:42:21.346Z"", ""updated_at"": ""2023-07-19T14:13:10.392Z"", ""retired_at"": ""2023-07-19T14:13:10.381Z"", ""subject_id"": 90800966, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-53.png"", ""log_png"": ""log-794710-53.png"", ""Image Number"": ""794710-53""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 196.8125, ""y"": 4.75}, {""x"": 201.8125, ""y"": 13.75}, {""x"": 216.8125, ""y"": 10.75}, {""x"": 209.8125, ""y"": 2.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800966
501919489,"{""90801092"": {""retired"": {""id"": 118049995, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:35:17.685Z"", ""updated_at"": ""2023-07-20T08:20:34.684Z"", ""retired_at"": ""2023-07-20T08:20:34.676Z"", ""subject_id"": 90801092, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-56.png"", ""log_png"": ""log-794916-56.png"", ""Image Number"": ""794916-56""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 236.8125, ""y"": 86.75}, {""x"": 235.8125, ""y"": 54.75}, {""x"": 258.8125, ""y"": 38.75}, {""x"": 280.8125, ""y"": 28.75}, {""x"": 305.8125, ""y"": 61.75}, {""x"": 319.8125, ""y"": 88.75}, {""x"": 318.8125, ""y"": 128.75}, {""x"": 297.8125, ""y"": 150.75}, {""x"": 271.8125, ""y"": 155.75}, {""x"": 245.8125, ""y"": 151.75}, {""x"": 239.8125, ""y"": 125.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801092
501919507,"{""90801079"": {""retired"": {""id"": 118049534, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:17:53.677Z"", ""updated_at"": ""2023-07-19T13:00:00.130Z"", ""retired_at"": ""2023-07-19T13:00:00.116Z"", ""subject_id"": 90801079, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-43.png"", ""log_png"": ""log-794916-43.png"", ""Image Number"": ""794916-43""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 234.8125, ""y"": 90.75}, {""x"": 235.8125, ""y"": 63.75}, {""x"": 241.8125, ""y"": 47.75}, {""x"": 268.8125, ""y"": 45.75}, {""x"": 291.8125, ""y"": 51.75}, {""x"": 303.8125, ""y"": 56.75}, {""x"": 310.8125, ""y"": 88.75}, {""x"": 309.8125, ""y"": 111.75}, {""x"": 296.8125, ""y"": 131.75}, {""x"": 271.8125, ""y"": 136.75}, {""x"": 256.8125, ""y"": 133.75}, {""x"": 241.8125, ""y"": 115.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801079
501919530,"{""90800632"": {""retired"": {""id"": 118049624, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:23:04.590Z"", ""updated_at"": ""2023-07-20T08:25:15.397Z"", ""retired_at"": ""2023-07-20T08:25:15.388Z"", ""subject_id"": 90800632, ""retirement_reason"": ""classification_count""}, ""png"": ""794625-28.png"", ""log_png"": ""log-794625-28.png"", ""Image Number"": ""794625-28""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 247.32723999023438, ""y"": 44.62318420410156}, {""x"": 237.85023498535156, ""y"": 57.74518585205078}, {""x"": 235.66323852539062, ""y"": 78.15718841552734}, {""x"": 231.28924560546875, ""y"": 92.00818634033203}, {""x"": 226.9152374267578, ""y"": 110.9621810913086}, {""x"": 232.7472381591797, ""y"": 119.7101821899414}, {""x"": 233.4762420654297, ""y"": 131.37417602539062}, {""x"": 239.30824279785156, ""y"": 143.03817749023438}, {""x"": 233.4762420654297, ""y"": 153.97317504882812}, {""x"": 233.4762420654297, ""y"": 163.45018005371094}, {""x"": 242.9532470703125, ""y"": 161.26318359375}, {""x"": 253.88824462890625, ""y"": 148.87017822265625}, {""x"": 259.7202453613281, ""y"": 140.85118103027344}, {""x"": 275.75823974609375, ""y"": 145.9541778564453}, {""x"": 299.08624267578125, ""y"": 130.6451873779297}, {""x"": 302.0022277832031, ""y"": 97.8401870727539}, {""x"": 292.5252380371094, ""y"": 76.69918823242188}, {""x"": 274.30023193359375, ""y"": 68.68018341064453}, {""x"": 257.5332336425781, ""y"": 64.30618286132812}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800632
501919570,"{""90800606"": {""retired"": {""id"": 118050011, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:36:01.854Z"", ""updated_at"": ""2023-07-21T10:28:34.347Z"", ""retired_at"": ""2023-07-21T10:28:34.338Z"", ""subject_id"": 90800606, ""retirement_reason"": ""classification_count""}, ""png"": ""794625-3.png"", ""log_png"": ""log-794625-3.png"", ""Image Number"": ""794625-3""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 237.8125, ""y"": 71.75}, {""x"": 234.8125, ""y"": 101.75}, {""x"": 235.8125, ""y"": 135.75}, {""x"": 256.8125, ""y"": 143.75}, {""x"": 278.8125, ""y"": 137.75}, {""x"": 287.8125, ""y"": 110.75}, {""x"": 279.8125, ""y"": 76.75}, {""x"": 264.8125, ""y"": 61.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800606
501919594,"{""90800914"": {""retired"": {""id"": 118049602, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:21:56.002Z"", ""updated_at"": ""2023-07-19T10:31:58.395Z"", ""retired_at"": ""2023-07-19T10:31:58.387Z"", ""subject_id"": 90800914, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-2.png"", ""log_png"": ""log-794710-2.png"", ""Image Number"": ""794710-2""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 134.47547912597656, ""y"": 49.47856903076172}, {""x"": 132.73208618164062, ""y"": 58.54420852661133}, {""x"": 136.2188720703125, ""y"": 62.72834777832031}, {""x"": 138.31094360351562, ""y"": 57.84685134887695}, {""x"": 139.3569793701172, ""y"": 50.87328338623047}, {""x"": 137.61358642578125, ""y"": 46.34046173095703}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 145.91622924804688, ""y"": 156.98495483398438}, {""x"": 149.40301513671875, ""y"": 155.9389190673828}, {""x"": 151.1464080810547, ""y"": 152.10345458984375}, {""x"": 146.61358642578125, ""y"": 151.40611267089844}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800914
501919619,"{""90800770"": {""retired"": {""id"": 118049847, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:30:21.375Z"", ""updated_at"": ""2023-07-20T07:58:08.497Z"", ""retired_at"": ""2023-07-20T07:58:08.488Z"", ""subject_id"": 90800770, ""retirement_reason"": ""classification_count""}, ""png"": ""794663-43.png"", ""log_png"": ""log-794663-43.png"", ""Image Number"": ""794663-43""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 249.8125, ""y"": 86.75}, {""x"": 278.8125, ""y"": 69.75}, {""x"": 315.8125, ""y"": 80.75}, {""x"": 309.8125, ""y"": 101.75}, {""x"": 300.8125, ""y"": 115.75}, {""x"": 274.8125, ""y"": 119.75}, {""x"": 253.8125, ""y"": 109.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 310.8125, ""y"": 160.75}, {""x"": 325.8125, ""y"": 135.75}, {""x"": 352.8125, ""y"": 131.75}, {""x"": 372.8125, ""y"": 148.75}, {""x"": 346.8125, ""y"": 178.75}, {""x"": 327.8125, ""y"": 182.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800770
501919646,"{""90801063"": {""retired"": {""id"": 118050012, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:36:01.858Z"", ""updated_at"": ""2023-08-01T08:49:48.464Z"", ""retired_at"": ""2023-08-01T08:49:48.455Z"", ""subject_id"": 90801063, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-27.png"", ""log_png"": ""log-794916-27.png"", ""Image Number"": ""794916-27""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 231.8125, ""y"": 92.75}, {""x"": 234.8125, ""y"": 65.75}, {""x"": 268.8125, ""y"": 49.75}, {""x"": 302.8125, ""y"": 60.75}, {""x"": 303.8125, ""y"": 101.75}, {""x"": 294.8125, ""y"": 130.75}, {""x"": 259.8125, ""y"": 139.75}, {""x"": 244.8125, ""y"": 123.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801063
